user,fullname,tweet-id,timestamp,url,likes,replies,retweets,text,html
raiderhispano,raider españa,1121201951826423808,2019-04-24 23:59:10,/raiderhispano/status/1121201951826423808,0,1,0,Pues si....igual que tu cuando ves a tu camello,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Pues si....igual que tu cuando ves a tu camello</p>"
JuanUruetaLugo,Juan Urueta Lugo,1121201946285752321,2019-04-24 23:59:09,/JuanUruetaLugo/status/1121201946285752321,0,0,0,Casi igual al presidente de Senado; mujer con 12 doctorados y autora de 28 libros encargada de la seguridad de México,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Casi igual al presidente de <strong>Senado</strong>; mujer con 12 doctorados y autora de 28 libros encargada de la seguridad de México</p>"
pickatext,Pickatext,1121201944767422466,2019-04-24 23:59:09,/pickatext/status/1121201944767422466,0,0,0,Marketing Emocional y Storytelling. Mis talleres en 17 ciudades de España http://bit.ly/2Dw2Lnq  #Copywrting #Redaccion,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Marketing Emocional y Storytelling. Mis talleres en 17 ciudades de <strong>España</strong> <a class=""twitter-timeline-link"" data-expanded-url=""http://bit.ly/2Dw2Lnq"" dir=""ltr"" href=""https://t.co/XqpQP4FHj4"" rel=""nofollow noopener"" target=""_blank"" title=""http://bit.ly/2Dw2Lnq""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">bit.ly/2Dw2Lnq</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Copywrting?src=hash""><s>#</s><b>Copywrting</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Redaccion?src=hash""><s>#</s><b>Redaccion</b></a></p>"
FelipeG86825319,Felipe Guerrero,1121201937150554114,2019-04-24 23:59:07,/FelipeG86825319/status/1121201937150554114,2,1,0,"NO SOLO CALABAZA, ES UNA BESTIA COMPLETA, PIÑA PERÚ CARAJO TENER TANTA PERO TANTA BASURA EN ESTE ASQUEROSO CONGRESO.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">NO SOLO CALABAZA, ES UNA BESTIA COMPLETA, PIÑA PERÚ CARAJO TENER TANTA PERO TANTA BASURA EN ESTE ASQUEROSO <strong>CONGRESO</strong>.</p>"
DexterMyeon,DexterMyeon as winter and a flower,1121201936781516800,2019-04-24 23:59:07,/DexterMyeon/status/1121201936781516800,0,0,1,"Meu Deus, ainda dá para criar mais um email para votar
#BBMAsTopSocial EXO @weareoneEXOpic.twitter.com/aXe80zw7Gm","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""pt"">Meu Deus, ainda dá para criar mais um email para <strong>votar</strong>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/BBMAsTopSocial?src=hash""><s>#</s><b>BBMAsTopSocial</b></a> EXO <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""873115441303924736"" dir=""ltr"" href=""/weareoneEXO""><s>@</s><b>weareoneEXO</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/aXe80zw7Gm"">pic.twitter.com/aXe80zw7Gm</a></p>"
miniminchim,MiniChim  🇦🇷 #PERSONA,1121201936353640448,2019-04-24 23:59:07,/miniminchim/status/1121201936353640448,0,0,0,"Lo hago y tengo tres cuentas nada mas
A veces pienso si voy terminar de votar o no sé

#BBMAsTopSocial BTS @BTS_twt","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Lo hago y tengo tres cuentas nada mas
A veces pienso si voy terminar de <strong>votar</strong> o no sé

<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/BBMAsTopSocial?src=hash""><s>#</s><b>BBMAsTopSocial</b></a> BTS <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""335141638"" dir=""ltr"" href=""/BTS_twt""><s>@</s><b>BTS_twt</b></a></p>"
ElFaroSER,El Faro,1121201934826901506,2019-04-24 23:59:06,/ElFaroSER/status/1121201934826901506,17,1,4,"Comienza #ElFaroBoda con @maratorres_. Esta noche hablaremos con @NConcostrina de las bodas que han marcado la historia de España, analizaremos los datos del INE para ver si la gente se casa, con @marisasarget, una organizadora de bodas, de 'Bodas de Sangre' y 'La Novia'...","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Comienza <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ElFaroBoda?src=hash""><s>#</s><b>ElFaroBoda</b></a> con <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""436016566"" dir=""ltr"" href=""/maratorres_""><s>@</s><b>maratorres_</b></a>. Esta noche hablaremos con <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""395472436"" dir=""ltr"" href=""/NConcostrina""><s>@</s><b>NConcostrina</b></a> de las bodas que han marcado la historia de <strong>España</strong>, analizaremos los datos del INE para ver si la gente se casa, con <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""267655707"" dir=""ltr"" href=""/marisasarget""><s>@</s><b>marisasarget</b></a>, una organizadora de bodas, de 'Bodas de Sangre' y 'La Novia'...</p>"
BorisSancho,Max Sancho,1121201933094670337,2019-04-24 23:59:06,/BorisSancho/status/1121201933094670337,0,0,0,Yo votara si me hubieran permitido votar por la constitución de mi país!! Los que vivimos fuera no contamos para la constitución no contamos para nada!!,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Yo votara si me hubieran permitido <strong>votar</strong> por la constitución de mi país!! Los que vivimos fuera no contamos para la constitución no contamos para nada!!</p>"
sidalomismo,Paco Ruiz,1121201926832521216,2019-04-24 23:59:04,/sidalomismo/status/1121201926832521216,0,1,0,"Pasas d discutir o interpretar leyes o artículos a dar tú opinión sobre lo q es mejor o peor para un partido. Además pides dimisión o cese sin saber circunstancias o estrategias.
Es d suponer q eres votante d VOX lo cual te honra. Un Viva España alto y claro, verdad? Votamos VOX","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Pasas d discutir o interpretar leyes o artículos a dar tú opinión sobre lo q es mejor o peor para un partido. Además pides dimisión o cese sin saber circunstancias o estrategias.
Es d suponer q eres votante d VOX lo cual te honra. Un Viva <strong>España</strong> alto y claro, verdad? Votamos VOX</p>"
qristemo,𝐧𝐨𝐥𝐢  💌 / -53,1121201925964349440,2019-04-24 23:59:04,/qristemo/status/1121201925964349440,0,0,0,YA ENTENDIMOS LOS EMILIACOS SON UNOS PUTOS DIOSES PERO VÁYANSE A VOTAR CHINGADA MADREEEE,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">YA ENTENDIMOS LOS EMILIACOS SON UNOS PUTOS DIOSES PERO VÁYANSE A <strong>VOTAR</strong> CHINGADA MADREEEE</p>"
Monicamoralesj4,Monika Fernanda,1121201924852846593,2019-04-24 23:59:04,/Monicamoralesj4/status/1121201924852846593,0,1,0,"Da risa leer comentarios de los uribistas de pura sepa defendiendo las palabras de su ""mesias""argumentan que muy bien dicho lo dicho por uribe porq secuestradores violadores y criminales de lesa huma nidad no deberian estar en el congreso ;y les pregunto entonces que hace Uribe","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Da risa leer comentarios de los uribistas de pura sepa defendiendo las palabras de su ""mesias""argumentan que muy bien dicho lo dicho por uribe porq secuestradores violadores y criminales de lesa huma nidad no deberian estar en el <strong>congreso</strong> ;y les pregunto entonces que hace Uribe</p>"
akdjuancarlos,Juan Aguerre,1121201919488331776,2019-04-24 23:59:03,/akdjuancarlos/status/1121201919488331776,0,0,1,"Es una vergüenza,con esto creen que la gente no va hablar de la plata,el tono a los jubilados que ella voto,todo es ara cubrimos este gobierno nefasto https://twitter.com/Veritoalmi/status/1121191516775563270 …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""es"">Es una vergüenza,con esto creen que la gente no va hablar de la plata,el tono a los jubilados que ella <strong>voto</strong>,todo es ara cubrimos este gobierno nefasto <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/Veritoalmi/status/1121191516775563270"" dir=""ltr"" href=""https://t.co/3Yj0oP66kM"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/Veritoalmi/status/1121191516775563270""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/Veritoalmi/sta</span><span class=""invisible"">tus/1121191516775563270</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
LuisBianchi16,Luis Bianchi,1121201919475769346,2019-04-24 23:59:03,/LuisBianchi16/status/1121201919475769346,4,0,2,"En Bvar. España el año pasado hicieron una repavimentación. Luego hubo sectores q los volvieron a levantar y reconstruir. Y unos meses después volvieron a romper y reparar esas mismas zonas.
Creo no estar equivocado. Tal vez alguien lo pueda confirmar.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">En Bvar. <strong>España</strong> el año pasado hicieron una repavimentación. Luego hubo sectores q los volvieron a levantar y reconstruir. Y unos meses después volvieron a romper y reparar esas mismas zonas.
Creo no estar equivocado. Tal vez alguien lo pueda confirmar.</p>"
_sofiacarson_5,Sofia Danvers,1121201914539061249,2019-04-24 23:59:02,/_sofiacarson_5/status/1121201914539061249,0,0,0,"Roubei Shawn
Quem votar os 3 primeiros pode vir na dm 

— eu quero uma chance com você. 
 — eu quero ser seu/sua amigx. 
 — eu quero uma foda casual com você. 
 — eu não gosto de você.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""pt"">Roubei Shawn
Quem <strong>votar</strong> os 3 primeiros pode vir na dm 

<img alt=""💍"" aria-label=""Emoji: Anillo"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f48d.png"" title=""Anillo""/>— eu quero uma chance com você. 
<img alt=""☁️"" aria-label=""Emoji: Nube"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2601.png"" title=""Nube""/> — eu quero ser seu/sua amigx. 
<img alt=""🔞"" aria-label=""Emoji: Símbolo de prohibido menores de 18"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f51e.png"" title=""Símbolo de prohibido menores de 18""/> — eu quero uma foda casual com você. 
<img alt=""🤢"" aria-label=""Emoji: Cara de náusea"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f922.png"" title=""Cara de náusea""/> — eu não gosto de você.</p>"
Danidonna,Dani Asenjo,1121201913914167296,2019-04-24 23:59:01,/Danidonna/status/1121201913914167296,1,1,0,"Tenemos responsabilidad en el desastre de las isapres? Obvio que sí.
Lo permitieron nuestros parlamentarios y nosotros les dimos el voto. No más!","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Tenemos responsabilidad en el desastre de las isapres? Obvio que sí.
Lo permitieron nuestros parlamentarios y nosotros les dimos el <strong>voto</strong>. No más!</p>"
LucasMO007,Lucas O,1121201905844346881,2019-04-24 23:58:59,/LucasMO007/status/1121201905844346881,0,0,0,Tenían que comprar manzanas de casas y sacar a la gente de sus hogares para remodelar el Bernabéu y el Giuseppe Meazza? Entonces ahí está el porque. Pregunta: si no lo hiciste cuando eras presidente? Porque ahora sí? Si me convences te voto. Saludos,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Tenían que comprar manzanas de casas y sacar a la gente de sus hogares para remodelar el Bernabéu y el Giuseppe Meazza? Entonces ahí está el porque. Pregunta: si no lo hiciste cuando eras presidente? Porque ahora sí? Si me convences te <strong>voto</strong>. Saludos</p>"
MGiputxi,manate giputxi,1121201886802083840,2019-04-24 23:58:55,/MGiputxi/status/1121201886802083840,6,0,5,"Usa tu sonrisa para cambiar el mundo y no dejes que el mundo cambie tu sonrisa.  
Mi voto es para  @alfredgarcia  y su magnífica Canción   #DeLaTierraHastaMarte 
#HOT40MDP del @MundialDelPop10pic.twitter.com/F9hR8xAQFH","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Usa tu sonrisa para cambiar el mundo y no dejes que el mundo cambie tu sonrisa.  
Mi <strong>voto</strong> es para  <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""921485446705803267"" dir=""ltr"" href=""/alfredgarcia""><s>@</s><b>alfredgarcia</b></a>  y su magnífica Canción   <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/DeLaTierraHastaMarte?src=hash""><s>#</s><b>DeLaTierraHastaMarte</b></a> <img alt=""✨"" aria-label=""Emoji: Destellos"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2728.png"" title=""Destellos""/><img alt=""🌎"" aria-label=""Emoji: Globo terráqueo con el continente americano"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f30e.png"" title=""Globo terráqueo con el continente americano""/><img alt=""🚀"" aria-label=""Emoji: Cohete"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f680.png"" title=""Cohete""/><img alt=""🔴"" aria-label=""Emoji: Círculo rojo"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f534.png"" title=""Círculo rojo""/><img alt=""🎶"" aria-label=""Emoji: Varias notas musicales"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f3b6.png"" title=""Varias notas musicales""/>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/HOT40MDP?src=hash""><s>#</s><b>HOT40MDP</b></a> del <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1908889452"" dir=""ltr"" href=""/MundialDelPop10""><s>@</s><b>MundialDelPop10</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/F9hR8xAQFH"">pic.twitter.com/F9hR8xAQFH</a></p>"
avroim,Micaela Ortiz,1121201886659526662,2019-04-24 23:58:55,/avroim/status/1121201886659526662,0,0,0,"Se supone que para que el voto cuente debes tener minimo 100 follows y me han dado unfollow varias personas :(
me pueden dar follow por fis? quiero seguir votando :(
#BBMAsTopSocial BTS @BTS_twt","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Se supone que para que el <strong>voto</strong> cuente debes tener minimo 100 follows y me han dado unfollow varias personas :(
me pueden dar follow por fis? quiero seguir votando :(
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/BBMAsTopSocial?src=hash""><s>#</s><b>BBMAsTopSocial</b></a> BTS <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""335141638"" dir=""ltr"" href=""/BTS_twt""><s>@</s><b>BTS_twt</b></a></p>"
GPMorenaCdMex,Grupo Parlamentario de Morena en Ciudad de México,1121201886382579712,2019-04-24 23:58:55,/GPMorenaCdMex/status/1121201886382579712,1,1,1,Congreso exhorta mejorar protocolos de servicio en el Metro. https://m.facebook.com/notes/diputados-morena-de-la-ciudad-de-m%C3%A9xico/congreso-exhorta-mejorar-protocolos-de-servicio-en-el-metro/403390063574828/ …pic.twitter.com/betONgMvfg,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es""><strong>Congreso</strong> exhorta mejorar protocolos de servicio en el Metro. <a class=""twitter-timeline-link"" data-expanded-url=""https://m.facebook.com/notes/diputados-morena-de-la-ciudad-de-m%C3%A9xico/congreso-exhorta-mejorar-protocolos-de-servicio-en-el-metro/403390063574828/"" dir=""ltr"" href=""https://t.co/tB7jddGAzS"" rel=""nofollow noopener"" target=""_blank"" title=""https://m.facebook.com/notes/diputados-morena-de-la-ciudad-de-m%C3%A9xico/congreso-exhorta-mejorar-protocolos-de-servicio-en-el-metro/403390063574828/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">m.facebook.com/notes/diputado</span><span class=""invisible"">s-morena-de-la-ciudad-de-m%C3%A9xico/congreso-exhorta-mejorar-protocolos-de-servicio-en-el-metro/403390063574828/</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/betONgMvfg"">pic.twitter.com/betONgMvfg</a></p>"
gwep_123,Pérez  🤞 🧟,1121201885329756161,2019-04-24 23:58:55,/gwep_123/status/1121201885329756161,0,0,0,"Ya bajamos .2 a votar
https://m.eonline.com/news/1035316/tv-s-top-couple-2019-vote-in-the-elite-8 …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Ya bajamos .2 a <strong>votar</strong>
<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://m.eonline.com/news/1035316/tv-s-top-couple-2019-vote-in-the-elite-8"" dir=""ltr"" href=""https://t.co/JmvQ7F88P7"" rel=""nofollow noopener"" target=""_blank"" title=""https://m.eonline.com/news/1035316/tv-s-top-couple-2019-vote-in-the-elite-8""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">m.eonline.com/news/1035316/t</span><span class=""invisible"">v-s-top-couple-2019-vote-in-the-elite-8</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
sofii_vidal01,Sofii 🌸,1121201878145150978,2019-04-24 23:58:53,/sofii_vidal01/status/1121201878145150978,5,0,1,En vez de sacarte fotos para hacer bromas boludas primero anda a asistir a las sesiones del Congreso Lilita https://twitter.com/elisacarrio/status/1121176494112428032 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""es"">En vez de sacarte fotos para hacer bromas boludas primero anda a asistir a las sesiones del <strong>Congreso</strong> Lilita <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/elisacarrio/status/1121176494112428032"" dir=""ltr"" href=""https://t.co/TG2tT1VPtA"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/elisacarrio/status/1121176494112428032""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/elisacarrio/st</span><span class=""invisible"">atus/1121176494112428032</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
danielmariles,DANI3,1121201871413288962,2019-04-24 23:58:51,/danielmariles/status/1121201871413288962,0,0,0,Si mejor hay que votar por el pri o por el pan apoco no?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Si mejor hay que <strong>votar</strong> por el pri o por el pan apoco no?</p>"
darioseguera,Jaime Darío Oseguera,1121201868934406144,2019-04-24 23:58:51,/darioseguera/status/1121201868934406144,0,0,0,"El país vive violencia inusitada por la cantidad de delitos como la calidad con la que se cometen y eso no se va a evitar con buenas intenciones ni echándole la culpa del cochinero que dejaron Peña, Calderón, Fox o el Rey de España o Hernán Cortés.
Mañana en La Voz de Michoacán","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">El país vive violencia inusitada por la cantidad de delitos como la calidad con la que se cometen y eso no se va a evitar con buenas intenciones ni echándole la culpa del cochinero que dejaron Peña, Calderón, Fox o el Rey de <strong>España</strong> o Hernán Cortés.
Mañana en La Voz de Michoacán</p>"
Eileennnrios,Eilu,1121201867973963777,2019-04-24 23:58:50,/Eileennnrios/status/1121201867973963777,9,0,2,"Soy fan de votar en los cuestionarios, aunque le pifeo en todas","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Soy fan de <strong>votar</strong> en los cuestionarios, aunque le pifeo en todas<img alt=""😂"" aria-label=""Emoji: Cara con lágrimas de alegría"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f602.png"" title=""Cara con lágrimas de alegría""/><img alt=""😂"" aria-label=""Emoji: Cara con lágrimas de alegría"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f602.png"" title=""Cara con lágrimas de alegría""/></p>"
CarlosAsuajeS,Carlos AsuajeSequera,1121201862227693569,2019-04-24 23:58:49,/CarlosAsuajeS/status/1121201862227693569,30,3,29,"El 6D se concretó el peor fraude de que tengamos memoria. La gente votó pensando que la hacía contra el régimen, pero lo hacía a su favor. La AN es la prueba irrefutable.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">El 6D se concretó el peor fraude de que tengamos memoria. La gente <strong>votó</strong> pensando que la hacía contra el régimen, pero lo hacía a su favor. La AN es la prueba irrefutable.</p>"
susanabarrioo,Susana Barrio,1121201861229457409,2019-04-24 23:58:49,/susanabarrioo/status/1121201861229457409,6,0,0,"Mira hasta el coño d q me digan:
Parece q odias España
No perdona, odio a las personas q quieren apropiarse d cierta cultura pa así captar afiliados a su partido político.Odio a las personas q quieren vivir aislads en un mundo q solo se rija bajo su pensamiento
Y odio a los nazis","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Mira hasta el coño d q me digan:
Parece q odias <strong>España</strong>
No perdona, odio a las personas q quieren apropiarse d cierta cultura pa así captar afiliados a su partido político.Odio a las personas q quieren vivir aislads en un mundo q solo se rija bajo su pensamiento
Y odio a los nazis</p>"
CoquimboPhn,Coquimbo/Cultura y Politica,1121201860315099136,2019-04-24 23:58:49,/CoquimboPhn/status/1121201860315099136,0,0,0,"#BancadaLibre// La Bancada de diputadas y diputados del Partido Libertad y Refundación LIBRE, presente en la lucha por la Salud y Educación del Pueblo, desde los bajos del Congreso Nacional!!

#NoALAPrivatizaciónDeLaSalud
#NoALaPrivatizaciónDeEducación","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/BancadaLibre?src=hash""><s>#</s><b>BancadaLibre</b></a>// La Bancada de diputadas y diputados del Partido Libertad y Refundación LIBRE, presente en la lucha por la Salud y Educación del Pueblo, desde los bajos del <strong>Congreso</strong> Nacional!!

<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/NoALAPrivatizaci%C3%B3nDeLaSalud?src=hash""><s>#</s><b>NoALAPrivatizaciónDeLaSalud</b></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/NoALaPrivatizaci%C3%B3nDeEducaci%C3%B3n?src=hash""><s>#</s><b>NoALaPrivatizaciónDeEducación</b></a></p>"
velero25,Velero 25,1121201855860805634,2019-04-24 23:58:48,/velero25/status/1121201855860805634,0,0,0,"Ja, ja, ja q gusto escuchar a gente asi. España no todo esta perdido. Gente con personalidad e ideas.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Ja, ja, ja q gusto escuchar a gente asi. <strong>España</strong> no todo esta perdido. Gente con personalidad e ideas.</p>"
JonhatanOne,Jonhatan,1121201852710830081,2019-04-24 23:58:47,/JonhatanOne/status/1121201852710830081,0,0,0,"A huevo el @realmadrid es el club mas grande y más importante de toda España, incluso de toda Europa...","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">A huevo el <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""14872237"" dir=""ltr"" href=""/realmadrid""><s>@</s><b>realmadrid</b></a> es el club mas grande y más importante de toda <strong>España</strong>, incluso de toda Europa...</p>"
Jose77841848,Jose,1121201837384916992,2019-04-24 23:58:43,/Jose77841848/status/1121201837384916992,50,1,1,"Desde luego vaya nivel la cruz de Borgoña fue bandera oficial de España desde 1506 hasta 1843 y ondeo en los virrrinatos americanos, todavía se puede ver en Estados unidos, en Florida no creo que sean carlistas","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Desde luego vaya nivel la cruz de Borgoña fue bandera oficial de <strong>España</strong> desde 1506 hasta 1843 y ondeo en los virrrinatos americanos, todavía se puede ver en Estados unidos, en Florida no creo que sean carlistas</p>"
BiggestTaeNySp,ABRInutiL 🇦🇷,1121201835589754882,2019-04-24 23:58:43,/BiggestTaeNySp/status/1121201835589754882,0,0,0,Necesito mucho skam España en mi vida porque me siento muy vacía,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Necesito mucho skam <strong>España</strong> en mi vida porque me siento muy vacía</p>"
SMARTCAD,Carlos,1121201833291264001,2019-04-24 23:58:42,/SMARTCAD/status/1121201833291264001,0,0,0,Le parece que las Farc en el congreso es tener padres de la Patria ? Si A Santrich no lo extraditan y además llega al congreso sería un padre de la patria y como se le puede decir a alguien que trafica sustancias ilícitas ? Padre de la patria ?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Le parece que las Farc en el <strong>congreso</strong> es tener padres de la Patria ? Si A Santrich no lo extraditan y además llega al <strong>congreso</strong> sería un padre de la patria y como se le puede decir a alguien que trafica sustancias ilícitas ? Padre de la patria ?</p>"
CompactoNea,CompactoNea,1121201828618801152,2019-04-24 23:58:41,/CompactoNea/status/1121201828618801152,0,0,0,"Martha Pelloni, sobre Macri: ""No lo volvería a votar"" - http://bit.ly/2UCPsaf pic.twitter.com/gmpmeTRQfz","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Martha Pelloni, sobre Macri: ""No lo volvería a <strong>votar</strong>"" - <a class=""twitter-timeline-link"" data-expanded-url=""http://bit.ly/2UCPsaf"" dir=""ltr"" href=""https://t.co/4kg0vFZN6F"" rel=""nofollow noopener"" target=""_blank"" title=""http://bit.ly/2UCPsaf""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">bit.ly/2UCPsaf</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/gmpmeTRQfz"">pic.twitter.com/gmpmeTRQfz</a></p>"
