user,fullname,tweet-id,timestamp,url,likes,replies,retweets,text,html
Poeta0Grados,El Villy,1121202157053779968,2019-04-24 23:59:59,/Poeta0Grados/status/1121202157053779968,0,0,0,Lo hacen adrede porque saben que vamos a votar XOX,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Lo hacen adrede porque saben que vamos a <strong>votar</strong> XOX</p>"
Mariano08103491,@soyla9,1121202156747595776,2019-04-24 23:59:59,/Mariano08103491/status/1121202156747595776,0,0,0,Este bobo no entiende que el problema es http://el.si  unidad ciudadana se reune con bossio .voto ala izquierda,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Este bobo no entiende que el problema es <a class=""twitter-timeline-link"" data-expanded-url=""http://el.si"" dir=""ltr"" href=""https://t.co/gxG8Xh1M10"" rel=""nofollow noopener"" target=""_blank"" title=""http://el.si""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">el.si</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> unidad ciudadana se reune con bossio .<strong>voto</strong> ala izquierda</p>"
jacielcosta,@jaciel costa,1121202156491689984,2019-04-24 23:59:59,/jacielcosta/status/1121202156491689984,2,0,0,Votei em vc é sempre vou votar! O Brasil precisa de pessoas dedicadas como vc!,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""pt"">Votei em vc é sempre vou <strong>votar</strong>! O Brasil precisa de pessoas dedicadas como vc!</p>"
LOPEESMIGO,+A,1121202151097884676,2019-04-24 23:59:58,/LOPEESMIGO/status/1121202151097884676,0,0,0,Skam españa cadê episódio ?????,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""pt"">Skam <strong>españa</strong> cadê episódio ?????</p>"
BoffilYanet,Yanet Fernández Boffil.,1121202149625610241,2019-04-24 23:59:58,/BoffilYanet/status/1121202149625610241,1,0,0,"Se desarrolló en nuestra Capital el XXI Congreso de la máxima cita de los trabajadores CUBANOS. Previo al 1 de MAYO. 
Donde se reafirmó cada día más el compromiso de defender a nuestra REVOLUCIÓN
TODOS A LA PLAZA. pic.twitter.com/nChhfChoLo","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Se desarrolló en nuestra Capital el XXI <strong>Congreso</strong> de la máxima cita de los trabajadores CUBANOS. Previo al 1 de MAYO. 
Donde se reafirmó cada día más el compromiso de defender a nuestra REVOLUCIÓN
TODOS A LA PLAZA. <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/nChhfChoLo"">pic.twitter.com/nChhfChoLo</a></p>"
YadiraDavalos4,Yadira Davalos 4,1121202146081427456,2019-04-24 23:59:57,/YadiraDavalos4/status/1121202146081427456,0,0,0,"Hola @videorolavr voto x #Sorry de
@impactosin para #LasGruperronas @anvalmusic
@grecia_anchondo @UnidosClubs
@lasrebeldesdei1","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Hola <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""89755643"" dir=""ltr"" href=""/videorolavr""><s>@</s><b>videorolavr</b></a> <strong>voto</strong> x <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Sorry?src=hash""><s>#</s><b>Sorry</b></a> de
<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""3229934364"" dir=""ltr"" href=""/impactosin""><s>@</s><b>impactosin</b></a> para <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/LasGruperronas?src=hash""><s>#</s><b>LasGruperronas</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""226269982"" dir=""ltr"" href=""/anvalmusic""><s>@</s><b>anvalmusic</b></a>
<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""3168214855"" dir=""ltr"" href=""/grecia_anchondo""><s>@</s><b>grecia_anchondo</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1091150575155245056"" dir=""ltr"" href=""/UnidosClubs""><s>@</s><b>UnidosClubs</b></a>
<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1017764992836296705"" dir=""ltr"" href=""/lasrebeldesdei1""><s>@</s><b>lasrebeldesdei1</b></a></p>"
grvmgrvm,rvmg,1121202143988523009,2019-04-24 23:59:56,/grvmgrvm/status/1121202143988523009,0,0,0,"Exacto! Si quiere ir a votar que vaya él solo, que use su primer nombre ese le hace daño!!","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Exacto! Si quiere ir a <strong>votar</strong> que vaya él solo, que use su primer nombre ese le hace daño!!</p>"
julianramos_01,Culián,1121202142541434887,2019-04-24 23:59:56,/julianramos_01/status/1121202142541434887,35,1,39,"Es como que me tienen harto las encuestas de ig,pero no puedo no votar lpm","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Es como que me tienen harto las encuestas de ig,pero no puedo no <strong>votar</strong> lpm</p>"
Present31707030,Presente,1121202142075936768,2019-04-24 23:59:56,/Present31707030/status/1121202142075936768,9,0,1,"Teneis que intensificar el boca a boca, las redes sociales etc..  ¡No nos van a parar, no vamos a parar principalmente porque no queremos parar y como dice el compatriota estamos hasta los webos de tanto progre vividor del cuento! Esto ya no da mas desi y es hora d vox y d España","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Teneis que intensificar el boca a boca, las redes sociales etc..  ¡No nos van a parar, no vamos a parar principalmente porque no queremos parar y como dice el compatriota estamos hasta los webos de tanto progre vividor del cuento! Esto ya no da mas desi y es hora d vox y d <strong>España</strong></p>"
NoVotoProChorro,Gabriela,1121202139475451906,2019-04-24 23:59:55,/NoVotoProChorro/status/1121202139475451906,1,1,0,"Es más.. el dedazo de  Cristina a Scioli, lo mató. Yo no se si los masistas, votarian a Lavagna. Estimo que no.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Es más.. el dedazo de  Cristina a Scioli, lo mató. Yo no se si los masistas, votarian a Lavagna. Estimo que no.</p>"
NoPasaNada_mx,NoPasaNadaMX,1121202134794428417,2019-04-24 23:59:54,/NoPasaNada_mx/status/1121202134794428417,0,0,0,"Los diputados de Morena en el Congreso local propusieron que la venta de cervezas en tienditas de abarrotes...

NOTA COMPLETA → https://bit.ly/2GvVRiB 
#Morena #Venta #Cerveza #Consumo #CDMX","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Los diputados de Morena en el <strong>Congreso</strong> local propusieron que la venta de cervezas en tienditas de abarrotes...

NOTA COMPLETA → <a class=""twitter-timeline-link"" data-expanded-url=""https://bit.ly/2GvVRiB"" dir=""ltr"" href=""https://t.co/bfRhtMQ8Go"" rel=""nofollow noopener"" target=""_blank"" title=""https://bit.ly/2GvVRiB""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">bit.ly/2GvVRiB</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Morena?src=hash""><s>#</s><b>Morena</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Venta?src=hash""><s>#</s><b>Venta</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Cerveza?src=hash""><s>#</s><b>Cerveza</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Consumo?src=hash""><s>#</s><b>Consumo</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/CDMX?src=hash""><s>#</s><b>CDMX</b></a></p>"
AndresValles3,Andrés,1121202134400286726,2019-04-24 23:59:54,/AndresValles3/status/1121202134400286726,0,0,0,Hay que ser estúpido para no reconocer que edas sillas y esas mesas no son del congreso. pic.twitter.com/OttNaifkWN,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Hay que ser estúpido para no reconocer que edas sillas y esas mesas no son del <strong>congreso</strong>. <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/OttNaifkWN"">pic.twitter.com/OttNaifkWN</a></p>"
bourbonni,Nico  ⚡️,1121202133632802816,2019-04-24 23:59:54,/bourbonni/status/1121202133632802816,3,1,0,"Que difícil va a estar votar en las próximas elecciones. No soy Libertario, no soy Peronista, no soy de Izq. He votado radicales con resultados conocidos, vote Cambiemos porque necesitábamos el cambio. Pero me resisto a imaginar que vuelva el peronismo/kirchnerismo #NoVuelvenMás","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Que difícil va a estar <strong>votar</strong> en las próximas elecciones. No soy Libertario, no soy Peronista, no soy de Izq. He votado radicales con resultados conocidos, vote Cambiemos porque necesitábamos el cambio. Pero me resisto a imaginar que vuelva el peronismo/kirchnerismo <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/NoVuelvenM%C3%A1s?src=hash""><s>#</s><b>NoVuelvenMás</b></a></p>"
miquelstrubell,Miquel Strubell fill  🎗,1121202130084335616,2019-04-24 23:59:53,/miquelstrubell/status/1121202130084335616,0,2,0,"Pero vamos a ver. Esto no tiene ningún sentido. ¿La UE echaría a una comunidad de España? ¿O la UE reconocería la independencia (al margen de España, enfrentándose a ella)? Si la UE se enfrentara a España (poco probable), no saldríamos ni del € (que sería opcional) ni de la UE.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Pero vamos a ver. Esto no tiene ningún sentido. ¿La UE echaría a una comunidad de <strong>España</strong>? ¿O la UE reconocería la independencia (al margen de <strong>España</strong>, enfrentándose a ella)? Si la UE se enfrentara a <strong>España</strong> (poco probable), no saldríamos ni del € (que sería opcional) ni de la UE.</p>"
oleraoul,jorge estará ahí,1121202128096251904,2019-04-24 23:59:52,/oleraoul/status/1121202128096251904,0,0,0,y en 2018 estaría representando a españa en esa misma ciudad en el certamen musical más grande del mundo https://twitter.com/alfredfansOFCL/status/994310619301142528 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""es"">y en 2018 estaría representando a <strong>españa</strong> en esa misma ciudad en el certamen musical más grande del mundo <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/alfredfansOFCL/status/994310619301142528"" dir=""ltr"" href=""https://t.co/JzlGTQkDp7"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/alfredfansOFCL/status/994310619301142528""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/alfredfansOFCL</span><span class=""invisible"">/status/994310619301142528</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
caboff1,Carlos Boff,1121202126686912513,2019-04-24 23:59:52,/caboff1/status/1121202126686912513,1,0,0,Senado analisa PL para detento ressarcir despesas na prisão - RENOVA Mídia https://renovamidia.com.br/senado-analisa-pl-para-detento-ressarcir-despesas-na-prisao/ … via @renovamidia,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""pt""><strong>Senado</strong> analisa PL para detento ressarcir despesas na prisão - RENOVA Mídia <a class=""twitter-timeline-link"" data-expanded-url=""https://renovamidia.com.br/senado-analisa-pl-para-detento-ressarcir-despesas-na-prisao/"" dir=""ltr"" href=""https://t.co/tDDJK6lxu9"" rel=""nofollow noopener"" target=""_blank"" title=""https://renovamidia.com.br/senado-analisa-pl-para-detento-ressarcir-despesas-na-prisao/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">renovamidia.com.br/senado-analisa</span><span class=""invisible"">-pl-para-detento-ressarcir-despesas-na-prisao/</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> via <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1388402174"" dir=""ltr"" href=""/RenovaMidia""><s>@</s><b>renovamidia</b></a></p>"
favillalba67,Fabián Villalba,1121202123784454146,2019-04-24 23:59:51,/favillalba67/status/1121202123784454146,2,0,0,"El problema son los 2. Macri ganando no te asegura que el dolar no llegue a 200. Lo peor de este gobierno es que en vez de dejarnos votar nos lleva a optar entre el menos malo, la gente no quiere optar y es ahí donde el gobierno puede entrar en pánico.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">El problema son los 2. Macri ganando no te asegura que el dolar no llegue a 200. Lo peor de este gobierno es que en vez de dejarnos <strong>votar</strong> nos lleva a optar entre el menos malo, la gente no quiere optar y es ahí donde el gobierno puede entrar en pánico.</p>"
Jorgemoya_91,Jorge,1121202119451848704,2019-04-24 23:59:50,/Jorgemoya_91/status/1121202119451848704,0,0,0,"Yo vuelvo a votar en este país cuando haya un nuevo CNE IMPARCIAL no que sean 2 del psuv, 2 de la mud y esa paja. Que depuren en rep, que abran las inscripciones y tooodo lo que hay que hacer pa que sea algo de verdad transparente y con mucha observación internacional","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Yo vuelvo a <strong>votar</strong> en este país cuando haya un nuevo CNE IMPARCIAL no que sean 2 del psuv, 2 de la mud y esa paja. Que depuren en rep, que abran las inscripciones y tooodo lo que hay que hacer pa que sea algo de verdad transparente y con mucha observación internacional</p>"
democratico2012,DEMOCRATICO,1121202116968833025,2019-04-24 23:59:50,/democratico2012/status/1121202116968833025,0,0,2,El voto tendrá valor cuando se celebren elecciones bajo una democracia legítima y se cumplan todas las garantías que la Constitución ofrece a los ciudadanos.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">El <strong>voto</strong> tendrá valor cuando se celebren elecciones bajo una democracia legítima y se cumplan todas las garantías que la Constitución ofrece a los ciudadanos.</p>"
_barbarayuri,bárbara,1121202113785335808,2019-04-24 23:59:49,/_barbarayuri/status/1121202113785335808,1,0,0,mais um negócio pra eu votar sem querer no instagram,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""pt"">mais um negócio pra eu <strong>votar</strong> sem querer no instagram</p>"
danaafigueroa,♡Dana♡,1121202113663655936,2019-04-24 23:59:49,/danaafigueroa/status/1121202113663655936,0,0,3,Q verga mis mejores ni para votar sirven,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Q verga mis mejores ni para <strong>votar</strong> sirven</p>"
alexfferreira,Alex Ferreira 🇮🇹 🇭🇺,1121202110211743745,2019-04-24 23:59:48,/alexfferreira/status/1121202110211743745,0,0,0,"Nesses aí eu não voto mesmo, que sumam do Flu","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""pt"">Nesses aí eu não <strong>voto</strong> mesmo, que sumam do Flu</p>"
rafamarquez3011,Rafael Angel Marquez,1121202108584407041,2019-04-24 23:59:48,/rafamarquez3011/status/1121202108584407041,0,0,0,En vez de criticar debe replantearse el artículo en función sobre que debe hacer el cine latinoamericano para ser más competitivo. Revisar experiencias en España y ver lo que se hace en Bolliwood en India cuya industria cinematográfica tiene mucho marketing,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">En vez de criticar debe replantearse el artículo en función sobre que debe hacer el cine latinoamericano para ser más competitivo. Revisar experiencias en <strong>España</strong> y ver lo que se hace en Bolliwood en India cuya industria cinematográfica tiene mucho marketing</p>"
lucia_resend,Lu Resend,1121202108416577536,2019-04-24 23:59:48,/lucia_resend/status/1121202108416577536,0,0,0,"No discurso: ""acabou a mamata"", ""nova política"", blá-blá-blá.
Na prática: Governo dará R$ 40 milhões em emendas a cada deputado que votar pela Reforma.
Ao propor comprar a Reforma da Previdência usando o orçamento público, a hipocrisia bolsonarista assume dimensões escandalosas","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""pt"">No discurso: ""acabou a mamata"", ""nova política"", blá-blá-blá.
Na prática: Governo dará R$ 40 milhões em emendas a cada deputado que <strong>votar</strong> pela Reforma.
Ao propor comprar a Reforma da Previdência usando o orçamento público, a hipocrisia bolsonarista assume dimensões escandalosas</p>"
states_spain,United States of Spain,1121202107942621185,2019-04-24 23:59:48,/states_spain/status/1121202107942621185,4,2,0,"Una nación cultural, mientras España es una nación en el sentido republicano de demos político. Ambos conceptos son perfectamente compatibles.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Una nación cultural, mientras <strong>España</strong> es una nación en el sentido republicano de demos político. Ambos conceptos son perfectamente compatibles.</p>"
Sehun_Argentina,SeHun Argentina,1121202105598062592,2019-04-24 23:59:47,/Sehun_Argentina/status/1121202105598062592,0,0,0,"Hola! No sé de dónde salió esa info pero es falsa ^^ 

Esos tips son para cuando se busca ser tendencia ^^ las únicas condiciones que son necesarias para que cuente como voto son agregar: 

"" #BBMAsTopSocial EXO @weareoneEXO "" 

NO usar otros hashtags, ni etiquetas ^^","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Hola! No sé de dónde salió esa info pero es falsa ^^ 

Esos tips son para cuando se busca ser tendencia ^^ las únicas condiciones que son necesarias para que cuente como <strong>voto</strong> son agregar: 

"" <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/BBMAsTopSocial?src=hash""><s>#</s><b>BBMAsTopSocial</b></a> EXO <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""873115441303924736"" dir=""ltr"" href=""/weareoneEXO""><s>@</s><b>weareoneEXO</b></a> "" 

NO usar otros hashtags, ni etiquetas ^^</p>"
MysteriumIni,MYSTERIUM INIQUITATIS ✞,1121202100304797696,2019-04-24 23:59:46,/MysteriumIni/status/1121202100304797696,5,2,2,pic.twitter.com/iRJpbtETZC,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""und""><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/iRJpbtETZC"">pic.twitter.com/iRJpbtETZC</a></p>"
woonjkyu,val,1121202098601959424,2019-04-24 23:59:45,/woonjkyu/status/1121202098601959424,0,0,0,bueno voy a dejar de ser una exol de mierda y voy a votar #BBMAsTopSocial EXO @weareoneEXO,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">bueno voy a dejar de ser una exol de mierda y voy a <strong>votar</strong> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/BBMAsTopSocial?src=hash""><s>#</s><b>BBMAsTopSocial</b></a> EXO <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""873115441303924736"" dir=""ltr"" href=""/weareoneEXO""><s>@</s><b>weareoneEXO</b></a></p>"
anamariaposti,AM PM,1121202098304102400,2019-04-24 23:59:45,/anamariaposti/status/1121202098304102400,2,0,1,YO VOTO PC Y APOYO A @GuidoManiniRios,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">YO <strong>VOTO</strong> PC Y APOYO A <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""944199473835773952"" dir=""ltr"" href=""/GuidoManiniRios""><s>@</s><b>GuidoManiniRios</b></a></p>"
azaxul777,Azaxul,1121202087277285376,2019-04-24 23:59:43,/azaxul777/status/1121202087277285376,2,0,1,Tá difícil da turma acordar se responsabilizar pelo voto e por possíveis decepções. Parece que na verdade ninguém tá preocupado com o país e sim em estar com a ''razão''.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""pt"">Tá difícil da turma acordar se responsabilizar pelo <strong>voto</strong> e por possíveis decepções. Parece que na verdade ninguém tá preocupado com o país e sim em estar com a ''razão''.</p>"
andy_away,Andy Away,1121202079777869829,2019-04-24 23:59:41,/andy_away/status/1121202079777869829,0,0,0,Eeee Brasil . Deus nos proteja das más influências #vtncbolsonaro #velhapolitica #40milhoes #voto https://twitter.com/folha/status/1121172656307482629 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""pt"">Eeee Brasil . Deus nos proteja das más influências <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/vtncbolsonaro?src=hash""><s>#</s><b>vtncbolsonaro</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/velhapolitica?src=hash""><s>#</s><b>velhapolitica</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/40milhoes?src=hash""><s>#</s><b>40milhoes</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/voto?src=hash""><s>#</s><b><strong>voto</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/folha/status/1121172656307482629"" dir=""ltr"" href=""https://t.co/s7c34KHK4G"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/folha/status/1121172656307482629""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/folha/status/1</span><span class=""invisible"">121172656307482629</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
BellidoJaline,Jaline Bellido,1121202070248415235,2019-04-24 23:59:39,/BellidoJaline/status/1121202070248415235,0,0,1,X favor batería. No te. Apagues  que necesito  votar #BBMASTopSocial EXO @weareoneEXOpic.twitter.com/bOn2iWcVpJ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">X favor batería. No te. Apagues  que necesito  <strong>votar</strong> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/BBMASTopSocial?src=hash""><s>#</s><b>BBMASTopSocial</b></a> EXO <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""873115441303924736"" dir=""ltr"" href=""/weareoneEXO""><s>@</s><b>weareoneEXO</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/bOn2iWcVpJ"">pic.twitter.com/bOn2iWcVpJ</a></p>"
Eduardofortes07,Fortes,1121202070189740032,2019-04-24 23:59:39,/Eduardofortes07/status/1121202070189740032,2,0,0,Meu voto é no comentário da Sabrina,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""pt"">Meu <strong>voto</strong> é no comentário da Sabrina</p>"
CandeMarasco,𝒸𝒶𝓃𝒹𝑒𝓁𝒶,1121202069132673024,2019-04-24 23:59:38,/CandeMarasco/status/1121202069132673024,21,0,2,Sale ir a votar con el pañuelo verde,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Sale ir a <strong>votar</strong> con el pañuelo verde</p>"
RoySantosJ,Rodrigo Ds,1121202068461694977,2019-04-24 23:59:38,/RoySantosJ/status/1121202068461694977,3,1,0,Si! Mira aquí una muestra de jóvenes pensantes y libres expresando su voto sin ningún interés. pic.twitter.com/OzYwDLIv2f,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Si! Mira aquí una muestra de jóvenes pensantes y libres expresando su <strong>voto</strong> sin ningún interés. <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/OzYwDLIv2f"">pic.twitter.com/OzYwDLIv2f</a></p>"
suga_meowo,carol; persona  🤟🏾,1121202062010789894,2019-04-24 23:59:37,/suga_meowo/status/1121202062010789894,0,0,0,ohh gloria terminei de votar tô até com mão cansada,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""pt"">ohh gloria terminei de <strong>votar</strong> tô até com mão cansada</p>"
HermesSossaR,Hermes Sossa Reyes,1121202060802838528,2019-04-24 23:59:36,/HermesSossaR/status/1121202060802838528,0,0,0,"@petrogustavo @elheraldoco La magistral cátedra que dio Petro en el congreso hoy ante sicario,sicario,sicario es una clase de democracia, para que la Universidades tomen nota","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""49849732"" dir=""ltr"" href=""/petrogustavo""><s>@</s><b>petrogustavo</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""61018481"" dir=""ltr"" href=""/elheraldoco""><s>@</s><b>elheraldoco</b></a> La magistral cátedra que dio Petro en el <strong>congreso</strong> hoy ante sicario,sicario,sicario es una clase de democracia, para que la Universidades tomen nota</p>"
saultobon,Mariano TP,1121202054821814272,2019-04-24 23:59:35,/saultobon/status/1121202054821814272,1,0,0,Si acá hubieran jueces de verdad creo que no habría expresidentes en el senado,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Si acá hubieran jueces de verdad creo que no habría expresidentes en el <strong>senado</strong></p>"
